"","node","type"
"4222253","NCF1","gene"
"4222254","NCF1","gene"
"4222255","NCF1","gene"
"4222256","NCF1","gene"
"4222257","NCF1","gene"
"4222258","NCF1","gene"
"4222259","NCF1","gene"
"4222260","NCF1","gene"
"4222261","NCF1","gene"
"4222262","NCF1","gene"
"4222263","NCF1","gene"
"4222264","NCF1","gene"
"4222265","NCF1","gene"
"4222266","NCF1","gene"
"4222267","NCF1","gene"
"4222268","NCF1","gene"
"4222269","NCF1","gene"
"4222270","NCF1","gene"
"4222271","NCF1","gene"
"4222272","NCF1","gene"
"4222273","NCF1","gene"
"4222274","NCF1","gene"
"4222275","NCF1","gene"
"4222276","NCF1","gene"
"4222277","NCF1","gene"
"4222278","NCF1","gene"
"4222279","NCF1","gene"
"4222280","NCF1","gene"
"4222281","NCF1","gene"
"4222282","NCF1","gene"
"4222283","NCF1","gene"
"4222284","NCF1","gene"
"4222285","NCF1","gene"
"4222286","NCF1","gene"
"4222287","NCF1","gene"
"4222288","NCF1","gene"
"4222289","NCF1","gene"
"4222290","NCF1","gene"
"4222291","NCF1","gene"
"4222292","NCF1","gene"
"4222293","NCF1","gene"
"4222294","NCF1","gene"
"4222295","NCF1","gene"
"4222296","NCF1","gene"
"4222297","NCF1","gene"
"4222298","NCF1","gene"
"4222299","NCF1","gene"
"4222300","NCF1","gene"
"4222301","NCF1","gene"
"4222302","NCF1","gene"
"4222303","NCF1","gene"
"4222304","NCF1","gene"
"4222305","NCF1","gene"
"4222306","NCF1","gene"
"4222307","NCF1","gene"
"4222308","NCF1","gene"
"4222309","NCF1","gene"
"4222310","NCF1","gene"
"4222311","NCF1","gene"
"4222312","NCF1","gene"
"4222313","NCF1","gene"
"4222314","NCF1","gene"
"4222315","NCF1","gene"
"4222316","NCF1","gene"
"4222317","NCF1","gene"
"4222318","NCF1","gene"
"4222319","NCF1","gene"
"4222320","NCF1","gene"
"4222321","NCF1","gene"
"4222322","NCF1","gene"
"4222323","NCF1","gene"
"4222324","NCF1","gene"
"4222325","NCF1","gene"
"4222326","NCF1","gene"
"4222327","NCF1","gene"
"4222328","NCF1","gene"
"4222329","NCF1","gene"
"4222330","NCF1","gene"
"4222331","NCF1","gene"
"4222332","NCF1","gene"
"4222333","NCF1","gene"
"4222334","NCF1","gene"
"4222335","NCF1","gene"
"4222336","NCF1","gene"
"4222337","NCF1","gene"
"4222338","NCF1","gene"
"4222339","NCF1","gene"
"4222340","NCF1","gene"
"4222341","NCF1","gene"
"4222342","NCF1","gene"
"4222343","NCF1","gene"
"4222344","NCF1","gene"
"4222345","NCF1","gene"
"4222346","NCF1","gene"
"4222347","NCF1","gene"
"4222348","NCF1","gene"
"4222349","NCF1","gene"
"4222350","NCF1","gene"
"4222351","NCF1","gene"
"4222352","NCF1","gene"
"4222353","NCF1","gene"
"4222354","NCF1","gene"
"4222355","NCF1","gene"
"4222356","NCF1","gene"
"4222357","NCF1","gene"
"4222358","NCF1","gene"
"4222359","NCF1","gene"
"4222360","NCF1","gene"
"4222361","NCF1","gene"
"4222362","NCF1","gene"
"4222363","NCF1","gene"
"4222364","NCF1","gene"
"4222365","NCF1","gene"
"4222366","NCF1","gene"
"4222367","NCF1","gene"
"4222368","NCF1","gene"
"4222369","NCF1","gene"
"4222370","NCF1","gene"
"4222371","NCF1","gene"
"4222372","NCF1","gene"
"4222373","NCF1","gene"
"4222374","NCF1","gene"
"4222375","NCF1","gene"
"4222376","NCF1","gene"
"4222377","NCF1","gene"
"4222378","NCF1","gene"
"4222379","NCF1","gene"
"4222380","NCF1","gene"
"4222381","NCF1","gene"
"4222382","NCF1","gene"
"4222383","NCF1","gene"
"4222384","NCF1","gene"
"4222385","NCF1","gene"
"4222386","NCF1","gene"
"4222387","NCF1","gene"
"4222388","NCF1","gene"
"4222389","NCF1","gene"
"4222390","NCF1","gene"
"4222391","NCF1","gene"
"4222392","NCF1","gene"
"4222393","NCF1","gene"
"4222394","NCF1","gene"
"4222395","NCF1","gene"
"4222396","NCF1","gene"
"4222397","NCF1","gene"
"4222398","NCF1","gene"
"4222399","NCF1","gene"
"4222400","NCF1","gene"
"4222401","NCF1","gene"
"4222402","NCF1","gene"
"4222403","NCF1","gene"
"4222404","NCF1","gene"
"4222405","NCF1","gene"
"4222406","NCF1","gene"
"4222407","NCF1","gene"
"4222408","NCF1","gene"
"4222409","NCF1","gene"
"4222410","NCF1","gene"
"4222411","NCF1","gene"
"4222412","NCF1","gene"
"4222413","NCF1","gene"
"4222414","NCF1","gene"
"4222415","NCF1","gene"
"4222416","NCF1","gene"
"4222417","NCF1","gene"
"4222418","NCF1","gene"
"4222419","NCF1","gene"
"4222420","NCF1","gene"
"4222421","NCF1","gene"
"4222422","NCF1","gene"
"4222423","NCF1","gene"
"4222424","NCF1","gene"
"4222425","NCF1","gene"
"4222426","NCF1","gene"
"4222427","NCF1","gene"
"4222428","NCF1","gene"
"4222429","NCF1","gene"
"4222430","NCF1","gene"
"4222431","NCF1","gene"
"4222432","NCF1","gene"
"4222433","NCF1","gene"
"4222434","NCF1","gene"
"4222435","NCF1","gene"
"4222436","NCF1","gene"
"4222437","NCF1","gene"
"4222438","NCF1","gene"
"4222439","NCF1","gene"
"4222440","NCF1","gene"
"4222441","NCF1","gene"
"4222442","NCF1","gene"
"4222443","NCF1","gene"
"4222444","NCF1","gene"
"4222445","NCF1","gene"
"4222446","NCF1","gene"
"4222447","NCF1","gene"
"4222448","NCF1","gene"
"4222449","NCF1","gene"
"4222450","NCF1","gene"
"4222451","NCF1","gene"
"4222452","NCF1","gene"
"4222453","NCF1","gene"
"4222454","NCF1","gene"
"4222455","NCF1","gene"
"4222456","NCF1","gene"
"4222457","NCF1","gene"
"4222458","NCF1","gene"
"4222459","NCF1","gene"
"4222460","NCF1","gene"
"4222461","NCF1","gene"
"4222462","NCF1","gene"
"4222463","NCF1","gene"
"4222464","NCF1","gene"
"4222465","NCF1","gene"
"4222466","NCF1","gene"
"4222467","NCF1","gene"
"4222468","NCF1","gene"
"4222469","NCF1","gene"
"4222470","NCF1","gene"
"4222471","NCF1","gene"
"4222472","NCF1","gene"
"4222473","NCF1","gene"
"4222474","NCF1","gene"
"4222475","NCF1","gene"
"4222476","NCF1","gene"
"4222477","NCF1","gene"
"4222478","NCF1","gene"
"4222479","NCF1","gene"
"4222480","NCF1","gene"
"4222481","NCF1","gene"
"4222482","NCF1","gene"
"4222483","NCF1","gene"
"4222484","NCF1","gene"
"4222485","NCF1","gene"
"4222486","NCF1","gene"
"4222487","NCF1","gene"
"4222488","NCF1","gene"
"4222489","NCF1","gene"
"4222490","NCF1","gene"
"4222491","NCF1","gene"
"4222492","NCF1","gene"
"4222493","NCF1","gene"
"4222494","NCF1","gene"
"4222495","NCF1","gene"
"4222496","NCF1","gene"
"4222497","NCF1","gene"
"4222498","NCF1","gene"
"4222499","NCF1","gene"
"4222500","NCF1","gene"
"4222501","NCF1","gene"
"4222502","NCF1","gene"
"4222503","NCF1","gene"
"4222504","NCF1","gene"
"4222505","NCF1","gene"
"4222506","NCF1","gene"
"4222507","NCF1","gene"
"4222508","NCF1","gene"
"4222509","NCF1","gene"
"4222510","NCF1","gene"
"4222511","NCF1","gene"
"4395898","NR4A1","gene"
"4395899","NR4A1","gene"
"4395900","NR4A1","gene"
"4395901","NR4A1","gene"
"4395902","NR4A1","gene"
"4395903","NR4A1","gene"
"4395904","NR4A1","gene"
"4395905","NR4A1","gene"
"4395906","NR4A1","gene"
"4395907","NR4A1","gene"
"4395908","NR4A1","gene"
"4395909","NR4A1","gene"
"4395910","NR4A1","gene"
"4395911","NR4A1","gene"
"4395912","NR4A1","gene"
"4395913","NR4A1","gene"
"4395914","NR4A1","gene"
"4395915","NR4A1","gene"
"4395916","NR4A1","gene"
"4395917","NR4A1","gene"
"4395918","NR4A1","gene"
"4395919","NR4A1","gene"
"4395920","NR4A1","gene"
"4395921","NR4A1","gene"
"4395922","NR4A1","gene"
"4395923","NR4A1","gene"
"4395924","NR4A1","gene"
"4395925","NR4A1","gene"
"4395926","NR4A1","gene"
"4395927","NR4A1","gene"
"4395928","NR4A1","gene"
"4395929","NR4A1","gene"
"4395930","NR4A1","gene"
"4395931","NR4A1","gene"
"4395932","NR4A1","gene"
"4395933","NR4A1","gene"
"4395934","NR4A1","gene"
"4395935","NR4A1","gene"
"4395936","NR4A1","gene"
"4395937","NR4A1","gene"
"4395938","NR4A1","gene"
"4395939","NR4A1","gene"
"4395940","NR4A1","gene"
"4395941","NR4A1","gene"
"4395942","NR4A1","gene"
"4395943","NR4A1","gene"
"4395944","NR4A1","gene"
"4395945","NR4A1","gene"
"4395946","NR4A1","gene"
"4395947","NR4A1","gene"
"4395948","NR4A1","gene"
"4395949","NR4A1","gene"
"4395950","NR4A1","gene"
"4395951","NR4A1","gene"
"4395952","NR4A1","gene"
"4395953","NR4A1","gene"
"4395954","NR4A1","gene"
"4395955","NR4A1","gene"
"4395956","NR4A1","gene"
"4395957","NR4A1","gene"
"4395958","NR4A1","gene"
"4395959","NR4A1","gene"
"4395960","NR4A1","gene"
"4395961","NR4A1","gene"
"4395962","NR4A1","gene"
"4395963","NR4A1","gene"
"4395964","NR4A1","gene"
"4395965","NR4A1","gene"
"4395966","NR4A1","gene"
"4395967","NR4A1","gene"
"4395968","NR4A1","gene"
"4395969","NR4A1","gene"
"4395970","NR4A1","gene"
"4395971","NR4A1","gene"
"4395972","NR4A1","gene"
"4395973","NR4A1","gene"
"4395974","NR4A1","gene"
"4395975","NR4A1","gene"
"4395976","NR4A1","gene"
"4395977","NR4A1","gene"
"4395978","NR4A1","gene"
"4395979","NR4A1","gene"
"4395980","NR4A1","gene"
"4395981","NR4A1","gene"
"4395982","NR4A1","gene"
"4395983","NR4A1","gene"
"4395984","NR4A1","gene"
"4395985","NR4A1","gene"
"4395986","NR4A1","gene"
"4395987","NR4A1","gene"
"4395988","NR4A1","gene"
"4395989","NR4A1","gene"
"4395990","NR4A1","gene"
"4395991","NR4A1","gene"
"4395992","NR4A1","gene"
"4395993","NR4A1","gene"
"4395994","NR4A1","gene"
"4395995","NR4A1","gene"
"4395996","NR4A1","gene"
"4395997","NR4A1","gene"
"4395998","NR4A1","gene"
"4395999","NR4A1","gene"
"4396000","NR4A1","gene"
"4396001","NR4A1","gene"
"4396002","NR4A1","gene"
"4396003","NR4A1","gene"
"4396004","NR4A1","gene"
"4396005","NR4A1","gene"
"4396006","NR4A1","gene"
"4396007","NR4A1","gene"
"4396008","NR4A1","gene"
"4396009","NR4A1","gene"
"4396010","NR4A1","gene"
"4396011","NR4A1","gene"
"4396012","NR4A1","gene"
"4396013","NR4A1","gene"
"4396014","NR4A1","gene"
"4396015","NR4A1","gene"
"4396016","NR4A1","gene"
"4396017","NR4A1","gene"
"4396018","NR4A1","gene"
"4396019","NR4A1","gene"
"4396020","NR4A1","gene"
"4396021","NR4A1","gene"
"4396022","NR4A1","gene"
"4396023","NR4A1","gene"
"4396024","NR4A1","gene"
"4396025","NR4A1","gene"
"4396026","NR4A1","gene"
"4396027","NR4A1","gene"
"4396028","NR4A1","gene"
"4396029","NR4A1","gene"
"4396030","NR4A1","gene"
"4396031","NR4A1","gene"
"4396032","NR4A1","gene"
"4396033","NR4A1","gene"
"4396034","NR4A1","gene"
"4396035","NR4A1","gene"
"4396036","NR4A1","gene"
"4396037","NR4A1","gene"
"4396038","NR4A1","gene"
"4396039","NR4A1","gene"
"4396040","NR4A1","gene"
"4396041","NR4A1","gene"
"4396042","NR4A1","gene"
"4396043","NR4A1","gene"
"4396044","NR4A1","gene"
"4396045","NR4A1","gene"
"4396046","NR4A1","gene"
"4396047","NR4A1","gene"
"4396048","NR4A1","gene"
"4396049","NR4A1","gene"
"4396050","NR4A1","gene"
"4396051","NR4A1","gene"
"4396052","NR4A1","gene"
"4396053","NR4A1","gene"
"4396054","NR4A1","gene"
"4396055","NR4A1","gene"
"4396056","NR4A1","gene"
"4396057","NR4A1","gene"
"4396058","NR4A1","gene"
"4396059","NR4A1","gene"
"4396060","NR4A1","gene"
"4396061","NR4A1","gene"
"4396062","NR4A1","gene"
"4396063","NR4A1","gene"
"4396064","NR4A1","gene"
"4396065","NR4A1","gene"
"4396066","NR4A1","gene"
"4396067","NR4A1","gene"
"4396068","NR4A1","gene"
"4396069","NR4A1","gene"
"4396070","NR4A1","gene"
"4396071","NR4A1","gene"
"4396072","NR4A1","gene"
"5147021","PSMB9","gene"
"5147022","PSMB9","gene"
"5147023","PSMB9","gene"
"5147024","PSMB9","gene"
"5147025","PSMB9","gene"
"5147026","PSMB9","gene"
"5147027","PSMB9","gene"
"5147028","PSMB9","gene"
"5147029","PSMB9","gene"
"5147030","PSMB9","gene"
"5147031","PSMB9","gene"
"5147032","PSMB9","gene"
"5147033","PSMB9","gene"
"5147034","PSMB9","gene"
"5147035","PSMB9","gene"
"5147036","PSMB9","gene"
"5147037","PSMB9","gene"
"5147038","PSMB9","gene"
"5147039","PSMB9","gene"
"5147040","PSMB9","gene"
"5147041","PSMB9","gene"
"5147042","PSMB9","gene"
"5147043","PSMB9","gene"
"5147044","PSMB9","gene"
"5147045","PSMB9","gene"
"5147046","PSMB9","gene"
"5147047","PSMB9","gene"
"5147048","PSMB9","gene"
"5147049","PSMB9","gene"
"5147050","PSMB9","gene"
"5147051","PSMB9","gene"
"5147052","PSMB9","gene"
"5147053","PSMB9","gene"
"5147054","PSMB9","gene"
"5147055","PSMB9","gene"
"5147056","PSMB9","gene"
"5147057","PSMB9","gene"
"5147058","PSMB9","gene"
"5147059","PSMB9","gene"
"5147060","PSMB9","gene"
"5147061","PSMB9","gene"
"5147062","PSMB9","gene"
"5147063","PSMB9","gene"
"5147064","PSMB9","gene"
"5147065","PSMB9","gene"
"5147066","PSMB9","gene"
"5147067","PSMB9","gene"
"5147068","PSMB9","gene"
"5147069","PSMB9","gene"
"5147070","PSMB9","gene"
"5147071","PSMB9","gene"
"5147072","PSMB9","gene"
"5147073","PSMB9","gene"
"5147074","PSMB9","gene"
"5147075","PSMB9","gene"
"5147076","PSMB9","gene"
"5147077","PSMB9","gene"
"5147078","PSMB9","gene"
"5147079","PSMB9","gene"
"5147080","PSMB9","gene"
"5147081","PSMB9","gene"
"5147082","PSMB9","gene"
"5147083","PSMB9","gene"
"5147084","PSMB9","gene"
"5147085","PSMB9","gene"
"5147086","PSMB9","gene"
"5147087","PSMB9","gene"
"5147088","PSMB9","gene"
"5147089","PSMB9","gene"
"5147090","PSMB9","gene"
"5147091","PSMB9","gene"
"5147092","PSMB9","gene"
"5147093","PSMB9","gene"
"5147094","PSMB9","gene"
"5147095","PSMB9","gene"
"5147096","PSMB9","gene"
"5147097","PSMB9","gene"
"5147098","PSMB9","gene"
"5147099","PSMB9","gene"
"5147100","PSMB9","gene"
"5147101","PSMB9","gene"
"5147102","PSMB9","gene"
"5147103","PSMB9","gene"
"5147104","PSMB9","gene"
"5147105","PSMB9","gene"
"5147106","PSMB9","gene"
"5147107","PSMB9","gene"
"5147108","PSMB9","gene"
"5147109","PSMB9","gene"
"5147110","PSMB9","gene"
"5147111","PSMB9","gene"
"5147112","PSMB9","gene"
"5147113","PSMB9","gene"
"5147114","PSMB9","gene"
"5147115","PSMB9","gene"
"5147116","PSMB9","gene"
"5147117","PSMB9","gene"
"5147118","PSMB9","gene"
"5147119","PSMB9","gene"
"5147120","PSMB9","gene"
"5147121","PSMB9","gene"
"5147122","PSMB9","gene"
"5147123","PSMB9","gene"
"5147124","PSMB9","gene"
"5147125","PSMB9","gene"
"5147126","PSMB9","gene"
"5147127","PSMB9","gene"
"5147128","PSMB9","gene"
"5147129","PSMB9","gene"
"5147130","PSMB9","gene"
"5147131","PSMB9","gene"
"5147132","PSMB9","gene"
"5147133","PSMB9","gene"
"5147134","PSMB9","gene"
"5147135","PSMB9","gene"
"5147136","PSMB9","gene"
"5147137","PSMB9","gene"
"5147138","PSMB9","gene"
"5147139","PSMB9","gene"
"5147140","PSMB9","gene"
"5147141","PSMB9","gene"
"5147142","PSMB9","gene"
"5147143","PSMB9","gene"
"5147144","PSMB9","gene"
"5147145","PSMB9","gene"
"5147146","PSMB9","gene"
"5147147","PSMB9","gene"
"5147148","PSMB9","gene"
"5147149","PSMB9","gene"
"5147150","PSMB9","gene"
"5147151","PSMB9","gene"
"5147152","PSMB9","gene"
"5147153","PSMB9","gene"
"5147154","PSMB9","gene"
"5147155","PSMB9","gene"
"5147156","PSMB9","gene"
"5147157","PSMB9","gene"
"5147158","PSMB9","gene"
"5147159","PSMB9","gene"
"5147160","PSMB9","gene"
"5147161","PSMB9","gene"
"5147162","PSMB9","gene"
"5147163","PSMB9","gene"
"5147164","PSMB9","gene"
"5147165","PSMB9","gene"
"5147166","PSMB9","gene"
"5147167","PSMB9","gene"
"5147168","PSMB9","gene"
"5147169","PSMB9","gene"
"5147170","PSMB9","gene"
"5147171","PSMB9","gene"
"5147172","PSMB9","gene"
"5147173","PSMB9","gene"
"5147174","PSMB9","gene"
"5147175","PSMB9","gene"
"5147176","PSMB9","gene"
"5147177","PSMB9","gene"
"5147178","PSMB9","gene"
"5147179","PSMB9","gene"
"5147180","PSMB9","gene"
"5147181","PSMB9","gene"
"5147182","PSMB9","gene"
"5147183","PSMB9","gene"
"5147184","PSMB9","gene"
"5147185","PSMB9","gene"
"5147186","PSMB9","gene"
"5147187","PSMB9","gene"
"5147188","PSMB9","gene"
"5147189","PSMB9","gene"
"5147190","PSMB9","gene"
"5147191","PSMB9","gene"
"5147192","PSMB9","gene"
"5147193","PSMB9","gene"
"5147194","PSMB9","gene"
"5147195","PSMB9","gene"
"5147196","PSMB9","gene"
"5147197","PSMB9","gene"
"5147198","PSMB9","gene"
"5147199","PSMB9","gene"
"5147200","PSMB9","gene"
"5147201","PSMB9","gene"
"5147202","PSMB9","gene"
"5147203","PSMB9","gene"
"5147204","PSMB9","gene"
"5147205","PSMB9","gene"
"5147206","PSMB9","gene"
"5147207","PSMB9","gene"
"5147208","PSMB9","gene"
"5147209","PSMB9","gene"
"5147210","PSMB9","gene"
"5147211","PSMB9","gene"
"5147212","PSMB9","gene"
"5147213","PSMB9","gene"
"5147214","PSMB9","gene"
"5147215","PSMB9","gene"
"5147216","PSMB9","gene"
"5147217","PSMB9","gene"
"5147218","PSMB9","gene"
"5147219","PSMB9","gene"
"5147220","PSMB9","gene"
"5147221","PSMB9","gene"
"5147222","PSMB9","gene"
"5147223","PSMB9","gene"
"5147224","PSMB9","gene"
"5147225","PSMB9","gene"
"5147226","PSMB9","gene"
"5147227","PSMB9","gene"
"5147228","PSMB9","gene"
"5147229","PSMB9","gene"
"5147230","PSMB9","gene"
"5147231","PSMB9","gene"
"5147232","PSMB9","gene"
"5147233","PSMB9","gene"
"5147234","PSMB9","gene"
"5147235","PSMB9","gene"
"5147236","PSMB9","gene"
"5147237","PSMB9","gene"
"5147238","PSMB9","gene"
"5147239","PSMB9","gene"
"5147240","PSMB9","gene"
"5147241","PSMB9","gene"
"5147242","PSMB9","gene"
"5147243","PSMB9","gene"
"5147244","PSMB9","gene"
"5147245","PSMB9","gene"
"5147246","PSMB9","gene"
"5147247","PSMB9","gene"
"5147248","PSMB9","gene"
"5147249","PSMB9","gene"
"5147250","PSMB9","gene"
"5147251","PSMB9","gene"
"5147252","PSMB9","gene"
"5147253","PSMB9","gene"
"5147254","PSMB9","gene"
"5147255","PSMB9","gene"
"5147256","PSMB9","gene"
"5147257","PSMB9","gene"
"5147258","PSMB9","gene"
"5147259","PSMB9","gene"
"5147260","PSMB9","gene"
"5147261","PSMB9","gene"
"5147262","PSMB9","gene"
"5147263","PSMB9","gene"
"5147264","PSMB9","gene"
"5147265","PSMB9","gene"
"5147266","PSMB9","gene"
"5147267","PSMB9","gene"
"5147268","PSMB9","gene"
"5147269","PSMB9","gene"
"5147270","PSMB9","gene"
"5147271","PSMB9","gene"
"5147272","PSMB9","gene"
"5147273","PSMB9","gene"
"5147274","PSMB9","gene"
"5147275","PSMB9","gene"
"5147276","PSMB9","gene"
"5147277","PSMB9","gene"
"5147278","PSMB9","gene"
"5147279","PSMB9","gene"
"5147280","PSMB9","gene"
"5147281","PSMB9","gene"
"5147282","PSMB9","gene"
"5147283","PSMB9","gene"
"5147284","PSMB9","gene"
"5147285","PSMB9","gene"
"5147286","PSMB9","gene"
"5147287","PSMB9","gene"
"5147288","PSMB9","gene"
"5147289","PSMB9","gene"
"5147290","PSMB9","gene"
"5147291","PSMB9","gene"
"5147292","PSMB9","gene"
"5147293","PSMB9","gene"
"5147294","PSMB9","gene"
"5147295","PSMB9","gene"
"5147296","PSMB9","gene"
"5147297","PSMB9","gene"
"5147298","PSMB9","gene"
"5147299","PSMB9","gene"
"5147300","PSMB9","gene"
"5147301","PSMB9","gene"
"5147302","PSMB9","gene"
"5147303","PSMB9","gene"
"5147304","PSMB9","gene"
"5147305","PSMB9","gene"
"5147306","PSMB9","gene"
"5147307","PSMB9","gene"
"5147308","PSMB9","gene"
"5147309","PSMB9","gene"
"5147310","PSMB9","gene"
"5147311","PSMB9","gene"
"5147312","PSMB9","gene"
"5147313","PSMB9","gene"
"5147314","PSMB9","gene"
"5147315","PSMB9","gene"
"5147316","PSMB9","gene"
"5147317","PSMB9","gene"
"5147318","PSMB9","gene"
"5147319","PSMB9","gene"
"5147320","PSMB9","gene"
"5147321","PSMB9","gene"
"5147322","PSMB9","gene"
"5147323","PSMB9","gene"
"5147324","PSMB9","gene"
"5147325","PSMB9","gene"
"5147326","PSMB9","gene"
"5147327","PSMB9","gene"
"5147328","PSMB9","gene"
"5147329","PSMB9","gene"
"5147330","PSMB9","gene"
"5147331","PSMB9","gene"
"5147332","PSMB9","gene"
"5147333","PSMB9","gene"
"5147334","PSMB9","gene"
"5147335","PSMB9","gene"
"5147336","PSMB9","gene"
"5147337","PSMB9","gene"
"5147338","PSMB9","gene"
"5147339","PSMB9","gene"
"5147340","PSMB9","gene"
"5147341","PSMB9","gene"
"5147342","PSMB9","gene"
"5147343","PSMB9","gene"
"5147344","PSMB9","gene"
"5147345","PSMB9","gene"
"5147346","PSMB9","gene"
"5147347","PSMB9","gene"
"5147348","PSMB9","gene"
"5147349","PSMB9","gene"
"5147350","PSMB9","gene"
"5147351","PSMB9","gene"
"5147352","PSMB9","gene"
"5147353","PSMB9","gene"
"5147354","PSMB9","gene"
"5147355","PSMB9","gene"
"5147356","PSMB9","gene"
"5147357","PSMB9","gene"
"5147358","PSMB9","gene"
"5147359","PSMB9","gene"
"5147360","PSMB9","gene"
"5147361","PSMB9","gene"
"5147362","PSMB9","gene"
"5147363","PSMB9","gene"
"5147364","PSMB9","gene"
"5147365","PSMB9","gene"
"5147366","PSMB9","gene"
"5147367","PSMB9","gene"
"5147368","PSMB9","gene"
"5147369","PSMB9","gene"
"5147370","PSMB9","gene"
"5147371","PSMB9","gene"
"5147372","PSMB9","gene"
"5147373","PSMB9","gene"
"5147374","PSMB9","gene"
"5147375","PSMB9","gene"
"5147376","PSMB9","gene"
"5147377","PSMB9","gene"
"5147378","PSMB9","gene"
"5147379","PSMB9","gene"
"5147380","PSMB9","gene"
"5147381","PSMB9","gene"
"5147382","PSMB9","gene"
"5147383","PSMB9","gene"
"5147384","PSMB9","gene"
"5147385","PSMB9","gene"
"5147386","PSMB9","gene"
"5147387","PSMB9","gene"
"5147388","PSMB9","gene"
"5147389","PSMB9","gene"
"5147390","PSMB9","gene"
"5147391","PSMB9","gene"
"5147392","PSMB9","gene"
"5147393","PSMB9","gene"
"5147394","PSMB9","gene"
"5147395","PSMB9","gene"
"5147396","PSMB9","gene"
"5147397","PSMB9","gene"
"5147398","PSMB9","gene"
"5147399","PSMB9","gene"
"5147400","PSMB9","gene"
"5147401","PSMB9","gene"
"5147402","PSMB9","gene"
"5147403","PSMB9","gene"
"5147404","PSMB9","gene"
"5147405","PSMB9","gene"
"5147406","PSMB9","gene"
"5147407","PSMB9","gene"
"5147408","PSMB9","gene"
"5147409","PSMB9","gene"
"5147410","PSMB9","gene"
"5147411","PSMB9","gene"
"5147412","PSMB9","gene"
"5147413","PSMB9","gene"
"5147414","PSMB9","gene"
"5147415","PSMB9","gene"
"5147416","PSMB9","gene"
"5147417","PSMB9","gene"
"5147418","PSMB9","gene"
"5147419","PSMB9","gene"
"5147420","PSMB9","gene"
"5147421","PSMB9","gene"
"5147422","PSMB9","gene"
"5147423","PSMB9","gene"
"5147424","PSMB9","gene"
"5147425","PSMB9","gene"
"5147426","PSMB9","gene"
"5147427","PSMB9","gene"
"5147428","PSMB9","gene"
"5147429","PSMB9","gene"
"5147430","PSMB9","gene"
"5147431","PSMB9","gene"
"5147432","PSMB9","gene"
"5147433","PSMB9","gene"
"5147434","PSMB9","gene"
"5147435","PSMB9","gene"
"5147436","PSMB9","gene"
"5147437","PSMB9","gene"
"5147438","PSMB9","gene"
"5147439","PSMB9","gene"
"5147440","PSMB9","gene"
"5147441","PSMB9","gene"
"5147442","PSMB9","gene"
"5147443","PSMB9","gene"
"5147444","PSMB9","gene"
"5147445","PSMB9","gene"
"5147446","PSMB9","gene"
"5147447","PSMB9","gene"
"5147448","PSMB9","gene"
"5147449","PSMB9","gene"
"5147450","PSMB9","gene"
"5147451","PSMB9","gene"
"5147452","PSMB9","gene"
"5147453","PSMB9","gene"
"5147454","PSMB9","gene"
"5147455","PSMB9","gene"
"5147456","PSMB9","gene"
"5147457","PSMB9","gene"
"5147458","PSMB9","gene"
"5147459","PSMB9","gene"
"5147460","PSMB9","gene"
"5147461","PSMB9","gene"
"5147462","PSMB9","gene"
"5147463","PSMB9","gene"
"5147464","PSMB9","gene"
"5147465","PSMB9","gene"
"5147466","PSMB9","gene"
"5147467","PSMB9","gene"
"5147468","PSMB9","gene"
"5147469","PSMB9","gene"
"5147470","PSMB9","gene"
"5147471","PSMB9","gene"
"5147472","PSMB9","gene"
"5147473","PSMB9","gene"
"5147474","PSMB9","gene"
"5147475","PSMB9","gene"
"5147476","PSMB9","gene"
"5147477","PSMB9","gene"
"5147478","PSMB9","gene"
"5147479","PSMB9","gene"
"5147480","PSMB9","gene"
"5147481","PSMB9","gene"
"5147482","PSMB9","gene"
"5147483","PSMB9","gene"
"5147484","PSMB9","gene"
"5147485","PSMB9","gene"
"5147486","PSMB9","gene"
"5147487","PSMB9","gene"
"5147488","PSMB9","gene"
"5147489","PSMB9","gene"
"5147490","PSMB9","gene"
"5147491","PSMB9","gene"
"5147492","PSMB9","gene"
"5147493","PSMB9","gene"
"5147494","PSMB9","gene"
"5147495","PSMB9","gene"
"5147496","PSMB9","gene"
"5147497","PSMB9","gene"
"5147498","PSMB9","gene"
"5147499","PSMB9","gene"
"5147500","PSMB9","gene"
"5147501","PSMB9","gene"
"5147502","PSMB9","gene"
"5147503","PSMB9","gene"
"5147504","PSMB9","gene"
"5147505","PSMB9","gene"
"5147506","PSMB9","gene"
"5147507","PSMB9","gene"
"5147508","PSMB9","gene"
"5147509","PSMB9","gene"
"5147510","PSMB9","gene"
"5147511","PSMB9","gene"
"5147512","PSMB9","gene"
"5147513","PSMB9","gene"
"5147514","PSMB9","gene"
"5147515","PSMB9","gene"
"5147516","PSMB9","gene"
"5147517","PSMB9","gene"
"5147518","PSMB9","gene"
"5147519","PSMB9","gene"
"5147520","PSMB9","gene"
"5147521","PSMB9","gene"
"5147522","PSMB9","gene"
"5147523","PSMB9","gene"
"5147524","PSMB9","gene"
"5147525","PSMB9","gene"
"5147526","PSMB9","gene"
"5147527","PSMB9","gene"
"5147528","PSMB9","gene"
"5147529","PSMB9","gene"
"5147530","PSMB9","gene"
"5147531","PSMB9","gene"
"5147532","PSMB9","gene"
"5147533","PSMB9","gene"
"5147534","PSMB9","gene"
"5147535","PSMB9","gene"
"5147536","PSMB9","gene"
